"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 17, 2019","43,932.08","43,845.46","44,070.84","43,843.07","229.85M","0.26%"
"Jan 16, 2019","43,819.53","43,640.61","43,984.60","43,602.94","187.00M","0.50%"
"Jan 15, 2019","43,603.62","43,387.75","43,747.99","43,387.75","186.32M","0.47%"
"Jan 14, 2019","43,397.98","43,548.56","43,681.33","43,171.02","121.95M","-0.36%"
"Jan 11, 2019","43,556.11","43,707.27","43,761.19","43,372.60","161.99M","-0.26%"
"Jan 10, 2019","43,668.95","43,669.03","43,792.18","43,481.84","194.96M","0.05%"
"Jan 09, 2019","43,648.07","43,563.72","44,046.77","43,552.61","228.93M","0.24%"
"Jan 08, 2019","43,542.87","43,264.19","43,582.19","43,024.52","179.76M","1.65%"
"Jan 07, 2019","42,834.20","42,489.05","42,896.11","42,313.06","147.15M","0.89%"
"Jan 04, 2019","42,455.13","42,024.77","42,661.84","42,024.77","114.42M","0.98%"
"Jan 03, 2019","42,044.32","42,172.26","42,292.39","41,699.78","116.60M","-0.54%"
"Jan 02, 2019","42,271.14","41,550.75","42,328.55","41,436.49","70.22M","1.52%"
"Dec 31, 2018","41,640.27","41,461.69","41,723.69","41,421.07","67.65M","0.44%"
"Dec 28, 2018","41,459.15","41,422.48","41,621.38","41,216.03","70.26M","0.10%"
"Dec 27, 2018","41,417.85","41,444.24","41,584.64","40,978.92","93.82M","-0.37%"
"Dec 26, 2018","41,573.61","41,364.16","41,702.86","41,177.80","81.83M","0.47%"
"Dec 24, 2018","41,380.11","41,421.56","41,698.25","41,182.61","34.70M","-0.21%"
"Dec 21, 2018","41,468.56","41,676.14","41,799.39","41,135.14","446.35M","-0.52%"
"Dec 20, 2018","41,683.27","41,562.24","41,751.90","41,309.40","166.38M","0.71%"
"Dec 19, 2018","41,388.28","40,950.32","42,032.26","40,950.32","229.47M","1.15%"
"Dec 18, 2018","40,917.57","40,480.75","41,148.40","40,419.20","191.21M","1.43%"
"Dec 17, 2018","40,340.51","41,307.52","41,596.05","40,278.16","141.03M","-2.35%"
"Dec 14, 2018","41,312.17","41,539.55","41,744.74","41,243.79","141.01M","-0.48%"
"Dec 13, 2018","41,512.51","41,118.63","41,841.65","41,118.63","214.22M","1.50%"
"Dec 11, 2018","40,897.85","41,512.11","41,665.18","40,799.32","168.06M","-1.11%"
"Dec 10, 2018","41,356.04","41,892.68","41,934.54","41,194.58","166.38M","-1.23%"
"Dec 07, 2018","41,870.13","42,031.54","42,315.84","41,781.60","149.99M","-0.28%"
"Dec 06, 2018","41,987.00","41,641.24","42,035.99","41,175.96","216.51M","0.22%"
"Dec 05, 2018","41,895.27","41,929.94","41,992.36","41,748.42","57.16M","0.07%"
"Dec 04, 2018","41,865.07","42,127.34","42,267.66","41,713.29","252.98M","-0.51%"
"Dec 03, 2018","42,081.78","41,976.61","42,947.20","41,844.06","248.89M","0.84%"
"Nov 30, 2018","41,732.78","41,976.34","41,984.58","41,416.15","420.36M","-0.43%"
"Nov 29, 2018","41,913.45","41,038.85","41,973.80","40,985.26","243.98M","2.25%"
"Nov 28, 2018","40,989.48","39,939.80","41,040.59","39,901.73","305.50M","2.97%"
"Nov 27, 2018","39,807.28","39,557.90","40,150.00","39,470.00","237.70M","0.96%"
"Nov 26, 2018","39,427.28","41,275.82","41,463.35","39,271.56","287.10M","-4.17%"
"Nov 23, 2018","41,144.33","41,342.37","41,557.21","41,084.44","104.53M","-0.31%"
"Nov 22, 2018","41,271.12","41,520.25","41,542.72","41,055.81","63.30M","-0.55%"
"Nov 21, 2018","41,499.93","41,893.44","42,216.04","41,456.66","205.26M","-0.71%"
"Nov 20, 2018","41,797.37","41,885.62","42,505.14","41,705.72","202.42M","-1.23%"
"Nov 16, 2018","42,319.27","41,368.59","42,460.86","41,368.59","227.53M","2.10%"
"Nov 15, 2018","41,450.65","42,323.82","42,457.68","41,284.04","168.46M","-2.11%"
"Nov 14, 2018","42,343.96","42,474.82","43,220.58","42,141.94","250.72M","-0.18%"
"Nov 13, 2018","42,421.33","43,212.70","43,308.77","42,396.62","216.68M","-2.05%"
"Nov 12, 2018","43,310.01","44,098.93","44,253.11","43,172.16","180.78M","-2.15%"
"Nov 09, 2018","44,263.74","44,277.30","44,539.87","42,816.75","302.73M","0.17%"
"Nov 08, 2018","44,190.25","46,808.52","46,815.62","44,019.79","274.98M","-5.81%"
"Nov 07, 2018","46,917.40","46,423.80","46,957.61","46,423.80","213.88M","1.27%"
"Nov 06, 2018","46,328.35","46,797.87","46,975.18","46,120.49","204.76M","-1.04%"
"Nov 05, 2018","46,817.36","45,449.05","46,865.74","45,432.99","271.72M","3.02%"
"Nov 01, 2018","45,446.83","43,993.35","45,585.01","43,964.83","259.57M","3.42%"
"Oct 31, 2018","43,942.55","43,626.60","44,300.66","43,604.78","361.57M","0.93%"
"Oct 30, 2018","43,538.12","43,849.52","43,932.88","43,407.49","273.49M","-0.78%"
"Oct 29, 2018","43,879.13","45,763.09","45,823.45","43,779.50","291.99M","-4.20%"
"Oct 26, 2018","45,803.33","46,107.97","46,118.46","45,677.27","216.70M","-1.02%"
"Oct 25, 2018","46,275.71","46,102.15","46,626.08","46,019.26","165.50M","0.69%"
"Oct 24, 2018","45,959.04","46,537.18","46,640.17","45,898.38","183.01M","-1.05%"
"Oct 23, 2018","46,449.03","46,771.46","46,843.83","46,279.39","164.74M","-1.09%"
"Oct 22, 2018","46,962.74","47,485.74","47,672.92","46,657.82","130.67M","-1.00%"
"Oct 19, 2018","47,437.45","47,151.30","47,568.88","47,103.46","180.18M","0.88%"
"Oct 18, 2018","47,024.46","47,823.34","48,026.19","46,929.42","163.66M","-1.80%"
"Oct 17, 2018","47,887.95","48,221.01","48,221.01","47,778.83","134.73M","-0.63%"
"Oct 16, 2018","48,191.57","47,830.81","48,299.23","47,794.31","124.69M","0.95%"
"Oct 15, 2018","47,739.09","47,447.60","47,963.49","47,204.89","110.69M","0.62%"
"Oct 12, 2018","47,444.05","47,656.86","48,078.44","47,071.24","156.54M","-0.24%"
"Oct 11, 2018","47,558.23","48,123.59","48,205.01","47,478.59","188.72M","-1.20%"
"Oct 10, 2018","48,136.18","48,506.96","48,525.11","48,025.27","152.25M","-0.76%"
"Oct 09, 2018","48,505.22","48,040.88","48,552.08","47,673.38","119.42M","0.86%"
"Oct 08, 2018","48,093.10","48,018.35","48,183.28","47,869.24","150.04M","0.08%"
"Oct 05, 2018","48,052.85","48,717.80","48,735.11","48,004.92","132.31M","-1.29%"
"Oct 04, 2018","48,683.26","49,001.40","49,001.40","48,461.22","143.48M","-0.66%"
"Oct 03, 2018","49,005.35","49,442.99","49,487.54","48,926.41","178.17M","-0.75%"
"Oct 02, 2018","49,376.50","49,821.57","49,924.62","49,290.42","98.77M","-0.93%"
"Oct 01, 2018","49,841.47","49,547.85","50,041.60","49,547.85","95.68M","0.68%"
"Sep 28, 2018","49,504.16","49,542.51","49,644.24","49,347.52","138.03M","-0.29%"
"Sep 27, 2018","49,646.91","49,641.67","49,964.97","49,492.69","108.77M","0.08%"
"Sep 26, 2018","49,606.07","49,675.71","49,944.29","49,555.13","100.27M","-0.09%"
"Sep 25, 2018","49,651.55","49,447.98","49,721.20","49,447.98","91.21M","0.47%"
"Sep 24, 2018","49,417.22","49,304.88","49,486.72","49,032.77","95.93M","0.17%"
"Sep 21, 2018","49,331.51","49,483.04","49,732.35","49,296.57","560.78M","-0.36%"
"Sep 20, 2018","49,510.78","49,590.98","49,812.14","49,315.39","97.81M","-0.16%"
"Sep 19, 2018","49,590.79","49,623.98","49,887.79","49,536.32","133.42M","-0.14%"
"Sep 18, 2018","49,661.83","49,412.00","49,843.59","49,395.51","107.45M","0.53%"
"Sep 17, 2018","49,398.57","49,553.88","49,810.05","49,373.54","78.15M","-0.43%"
"Sep 14, 2018","49,611.93","49,460.31","49,841.57","49,342.47","140.30M","-0.16%"
"Sep 13, 2018","49,693.21","49,219.45","49,761.89","49,133.37","193.37M","0.89%"
"Sep 12, 2018","49,254.98","48,886.88","49,347.36","48,687.80","170.57M","0.73%"
"Sep 11, 2018","48,895.80","48,739.76","48,918.31","48,483.67","117.85M","0.10%"
"Sep 10, 2018","48,848.74","49,027.40","49,044.81","48,571.70","82.05M","-0.25%"
"Sep 07, 2018","48,971.14","48,602.27","48,999.97","48,198.74","115.53M","0.53%"
"Sep 06, 2018","48,711.85","48,631.30","48,904.71","48,553.06","117.46M","0.24%"
"Sep 05, 2018","48,595.37","48,757.87","48,944.65","48,478.30","143.09M","-0.59%"
"Sep 04, 2018","48,884.17","49,491.41","49,541.30","48,805.16","133.63M","-1.22%"
"Sep 03, 2018","49,488.48","49,574.12","49,727.21","49,421.06","15.20M","-0.12%"
"Aug 31, 2018","49,547.68","49,540.09","49,900.15","49,297.56","166.14M","-0.21%"
"Aug 30, 2018","49,653.14","50,178.57","50,199.30","49,280.91","115.98M","-1.06%"
"Aug 29, 2018","50,187.48","50,048.84","50,238.09","49,927.90","123.11M","0.33%"
"Aug 28, 2018","50,023.98","50,518.28","50,603.39","49,810.00","138.68M","-0.78%"
"Aug 27, 2018","50,416.27","49,789.19","50,485.51","49,789.19","117.69M","1.58%"
"Aug 24, 2018","49,633.77","49,719.88","50,088.67","49,519.97","61.03M","-0.23%"
"Aug 23, 2018","49,749.56","49,895.31","50,093.36","49,636.91","104.27M","-0.26%"
"Aug 22, 2018","49,880.34","49,282.86","49,910.87","49,142.54","150.68M","1.09%"
"Aug 21, 2018","49,344.05","48,791.84","49,430.03","48,731.38","142.40M","1.14%"
"Aug 20, 2018","48,785.48","48,277.94","48,875.40","48,245.84","80.12M","1.08%"
"Aug 17, 2018","48,264.63","48,065.22","48,308.98","47,879.08","132.34M","0.43%"
"Aug 16, 2018","48,059.06","48,666.80","48,681.69","47,970.07","146.48M","-1.02%"
"Aug 15, 2018","48,556.69","49,033.17","49,054.24","48,468.53","115.95M","-1.10%"
"Aug 14, 2018","49,096.13","48,815.71","49,267.67","48,789.86","135.58M","0.67%"
"Aug 13, 2018","48,767.02","48,383.73","48,902.13","48,365.05","99.10M","0.79%"
"Aug 10, 2018","48,383.59","49,193.35","49,240.19","48,109.04","183.70M","-1.75%"
"Aug 09, 2018","49,244.40","49,931.52","49,957.00","49,218.85","130.85M","-1.30%"
"Aug 08, 2018","49,894.56","49,979.45","49,987.17","49,670.49","110.71M","-0.14%"
"Aug 07, 2018","49,963.87","49,411.38","50,071.99","49,411.38","173.02M","1.31%"
"Aug 06, 2018","49,320.21","49,373.65","49,403.59","49,072.43","78.03M","0.04%"
"Aug 03, 2018","49,302.57","49,237.27","49,439.71","49,183.74","143.74M","0.50%"
"Aug 02, 2018","49,056.04","49,364.14","49,364.14","48,880.21","119.79M","-0.80%"
"Aug 01, 2018","49,449.44","49,742.06","49,786.72","49,394.66","122.38M","-0.50%"
"Jul 31, 2018","49,698.01","49,732.24","50,080.80","49,582.46","167.25M","-0.01%"
"Jul 30, 2018","49,705.28","49,635.85","49,954.86","49,542.91","146.01M","0.12%"
"Jul 27, 2018","49,643.94","49,475.57","49,825.37","49,281.83","150.14M","0.42%"
"Jul 26, 2018","49,438.24","49,637.30","50,037.44","49,322.87","216.45M","-0.33%"
"Jul 25, 2018","49,603.65","49,621.81","49,993.69","49,305.25","157.06M","0.28%"
"Jul 24, 2018","49,462.77","48,905.01","49,576.88","48,896.53","165.32M","1.25%"
"Jul 23, 2018","48,850.93","48,909.49","49,023.71","48,691.25","96.54M","-0.12%"
"Jul 20, 2018","48,908.24","48,826.10","48,945.99","48,397.25","137.77M","0.33%"
"Jul 19, 2018","48,747.79","48,893.12","49,028.49","48,607.54","129.89M","-0.52%"
"Jul 18, 2018","49,002.77","48,710.90","49,119.67","48,659.79","122.80M","0.61%"
"Jul 17, 2018","48,704.63","48,459.24","48,744.67","48,264.85","141.12M","0.52%"
"Jul 16, 2018","48,454.21","48,187.58","48,555.26","48,052.88","107.98M","0.10%"
"Jul 13, 2018","48,406.01","48,692.86","48,700.77","48,327.32","161.95M","-0.60%"
"Jul 12, 2018","48,696.30","49,081.38","49,081.38","48,663.63","172.48M","-0.67%"
"Jul 11, 2018","49,025.15","48,890.49","49,058.25","48,689.11","157.85M","0.07%"
"Jul 10, 2018","48,990.92","49,277.01","49,427.53","48,747.33","205.35M","-0.50%"
"Jul 09, 2018","49,235.81","49,036.57","49,477.31","48,848.97","114.01M","0.52%"
"Jul 06, 2018","48,981.41","48,539.57","49,277.79","48,398.06","191.76M","0.86%"
"Jul 05, 2018","48,562.65","47,319.71","48,617.25","47,008.00","202.06M","2.63%"
"Jul 04, 2018","47,318.52","46,904.84","47,384.71","46,877.33","28.65M","0.56%"
"Jul 03, 2018","47,053.89","46,732.81","47,248.73","46,652.82","127.48M","0.86%"
"Jul 02, 2018","46,653.52","47,684.43","47,695.64","46,566.29","134.41M","-2.12%"
"Jun 29, 2018","47,663.20","47,025.70","47,705.57","47,021.71","191.76M","1.34%"
"Jun 28, 2018","47,031.27","46,849.80","47,250.55","46,649.93","169.93M","0.33%"
"Jun 27, 2018","46,874.43","46,874.35","47,026.36","46,690.39","160.05M","-0.07%"
"Jun 26, 2018","46,908.94","46,818.90","46,961.47","46,569.01","149.89M","0.34%"
"Jun 25, 2018","46,747.85","46,832.59","47,059.92","46,501.24","148.08M","0.02%"
"Jun 22, 2018","46,737.64","46,472.63","46,777.66","46,285.04","130.49M","0.60%"
"Jun 21, 2018","46,456.91","46,627.76","46,753.19","46,419.39","162.76M","-0.65%"
"Jun 20, 2018","46,759.41","46,518.29","46,883.85","46,515.87","169.09M","0.58%"
"Jun 19, 2018","46,488.38","46,389.41","46,601.46","46,238.77","153.97M","-0.37%"
"Jun 18, 2018","46,660.87","46,917.48","46,917.48","46,267.75","127.48M","-0.59%"
"Jun 15, 2018","46,938.82","47,139.27","47,202.36","46,584.45","630.36M","-0.55%"
"Jun 14, 2018","47,197.24","46,620.45","47,282.85","46,601.35","201.16M","0.93%"
"Jun 13, 2018","46,760.58","46,579.73","47,170.58","46,579.73","191.25M","0.21%"
"Jun 12, 2018","46,660.75","46,385.89","46,838.25","46,274.20","162.33M","0.78%"
"Jun 11, 2018","46,301.14","45,903.89","46,402.41","45,888.24","164.87M","0.79%"
"Jun 08, 2018","45,939.54","45,479.95","45,990.15","45,281.08","114.39M","1.02%"
"Jun 07, 2018","45,476.57","45,095.45","45,508.44","44,977.83","160.10M","0.65%"
"Jun 06, 2018","45,181.82","45,192.49","45,295.98","45,115.54","136.46M","0.11%"
"Jun 05, 2018","45,130.70","45,206.78","45,555.52","45,073.71","179.55M","-0.25%"
"Jun 04, 2018","45,243.98","45,024.96","45,344.16","45,016.32","140.99M","0.51%"
"Jun 01, 2018","45,013.12","44,692.79","45,155.62","44,531.80","119.52M","0.78%"
"May 31, 2018","44,662.55","44,666.91","44,843.41","44,429.36","718.15M","-0.12%"
"May 30, 2018","44,715.88","44,635.28","44,956.38","44,436.14","201.78M","0.15%"
"May 29, 2018","44,647.37","44,866.20","45,157.15","44,582.94","174.66M","-0.45%"
"May 28, 2018","44,851.05","45,071.15","45,322.49","44,795.36","34.22M","-0.53%"
"May 25, 2018","45,091.99","45,503.46","45,775.08","45,055.92","158.88M","-0.75%"
"May 24, 2018","45,433.09","45,743.15","45,799.05","45,363.98","116.51M","-0.75%"
"May 23, 2018","45,776.69","45,530.27","45,985.83","45,226.57","141.90M","0.39%"
"May 22, 2018","45,600.87","45,384.84","45,640.29","45,104.81","149.89M","0.65%"
"May 21, 2018","45,305.02","45,707.31","45,999.59","45,289.41","143.59M","-0.79%"
"May 18, 2018","45,666.77","45,731.63","45,810.88","45,364.91","270.07M","-0.26%"
"May 17, 2018","45,787.90","46,422.35","46,433.14","45,746.90","146.04M","-1.36%"
"May 16, 2018","46,419.77","46,267.02","46,507.21","46,197.32","134.74M","0.35%"
"May 15, 2018","46,258.96","46,463.86","46,537.52","45,959.12","215.97M","-0.56%"
"May 14, 2018","46,519.29","46,724.69","46,842.52","46,488.72","152.37M","-0.45%"
"May 11, 2018","46,728.92","46,634.70","46,876.96","46,255.19","116.42M","0.38%"
"May 10, 2018","46,551.55","46,280.05","46,931.49","46,280.05","167.41M","0.56%"
"May 09, 2018","46,294.43","46,747.83","46,815.26","46,162.23","153.89M","-0.91%"
"May 08, 2018","46,719.51","46,458.00","46,747.82","46,311.49","156.26M","0.53%"
"May 07, 2018","46,474.70","47,013.55","47,078.93","46,424.26","134.10M","-1.10%"
"May 04, 2018","46,992.17","47,090.76","47,164.87","46,741.72","147.53M","-0.22%"
"May 03, 2018","47,094.13","47,833.24","47,833.24","47,030.86","234.47M","-1.50%"
"May 02, 2018","47,809.98","48,318.03","48,496.09","47,781.04","231.88M","-1.13%"
"Apr 30, 2018","48,358.16","48,275.64","48,504.44","48,236.65","163.74M","0.15%"
"Apr 27, 2018","48,284.61","48,222.04","48,466.01","48,140.56","186.75M","-0.03%"
"Apr 26, 2018","48,297.71","48,012.68","48,407.82","47,907.55","205.33M","0.50%"
"Apr 25, 2018","48,058.21","48,028.86","48,252.92","47,884.64","153.36M","0.02%"
"Apr 24, 2018","48,046.80","48,458.52","48,597.31","47,915.94","142.92M","-0.82%"
"Apr 23, 2018","48,442.22","48,366.08","48,995.80","48,350.40","159.53M","0.02%"
"Apr 20, 2018","48,431.58","48,815.33","48,958.39","48,209.54","149.94M","-0.64%"
"Apr 19, 2018","48,745.28","48,881.68","49,193.05","48,574.25","192.59M","-0.70%"
"Apr 18, 2018","49,090.74","49,032.92","49,187.56","48,964.33","191.38M","0.32%"
"Apr 17, 2018","48,933.61","48,420.51","48,965.94","48,340.04","197.10M","1.03%"
"Apr 16, 2018","48,434.39","48,750.49","48,840.35","48,378.35","139.58M","-0.68%"
"Apr 13, 2018","48,768.30","48,817.17","48,828.90","48,560.26","139.70M","-0.03%"
"Apr 12, 2018","48,782.56","48,550.01","48,828.05","48,335.53","158.41M","0.52%"
"Apr 11, 2018","48,532.14","48,253.84","48,571.41","48,186.52","163.57M","0.42%"
"Apr 10, 2018","48,331.51","48,099.88","48,490.79","48,099.33","203.14M","0.57%"
"Apr 09, 2018","48,058.96","48,008.90","48,307.36","48,000.92","169.01M","0.28%"
"Apr 06, 2018","47,926.11","47,863.60","48,091.20","47,655.43","145.90M","-0.05%"
"Apr 05, 2018","47,951.75","47,438.26","48,172.94","47,418.45","176.98M","1.04%"
"Apr 04, 2018","47,457.46","46,541.10","47,521.73","46,320.05","211.06M","1.66%"
"Apr 03, 2018","46,684.06","45,940.64","46,753.39","45,868.04","184.66M","1.87%"
"Apr 02, 2018","45,826.64","46,124.85","46,589.63","45,785.41","127.46M","-0.65%"
"Mar 28, 2018","46,124.85","46,860.84","46,876.61","46,041.39","229.25M","-1.43%"
"Mar 27, 2018","46,793.58","46,876.47","47,045.19","46,727.22","141.07M","-0.14%"
"Mar 26, 2018","46,858.46","46,621.05","46,938.93","45,895.10","152.46M","0.74%"
"Mar 23, 2018","46,515.93","47,510.59","47,638.50","46,450.68","226.18M","-1.78%"
"Mar 22, 2018","47,361.04","47,457.93","47,566.49","47,152.46","180.01M","-0.34%"
"Mar 21, 2018","47,521.84","47,078.86","47,606.38","46,896.78","251.16M","0.95%"
"Mar 20, 2018","47,076.51","47,342.38","47,360.51","46,987.31","210.50M","-0.84%"
"Mar 16, 2018","47,477.58","47,833.39","47,920.38","47,365.20","645.61M","-0.71%"
"Mar 15, 2018","47,817.05","48,107.86","48,508.26","47,778.92","148.71M","-0.70%"
"Mar 14, 2018","48,156.44","48,572.49","48,608.30","48,096.81","134.50M","-0.82%"
"Mar 13, 2018","48,557.01","48,652.99","48,896.67","48,471.26","186.90M","-0.23%"
"Mar 12, 2018","48,671.29","48,592.85","48,983.93","48,521.98","160.79M","0.24%"
"Mar 09, 2018","48,556.45","48,242.62","48,809.32","48,208.75","162.62M","0.66%"
"Mar 08, 2018","48,240.00","47,710.21","48,285.77","47,696.32","166.79M","1.21%"
"Mar 07, 2018","47,662.12","47,815.70","47,831.92","47,529.77","173.03M","-0.46%"
"Mar 06, 2018","47,884.63","47,825.47","48,233.35","47,617.75","176.24M","0.34%"
"Mar 05, 2018","47,720.91","47,628.81","47,827.40","47,217.98","153.08M","0.36%"
"Mar 02, 2018","47,548.10","47,513.44","47,683.49","47,034.82","140.15M","-0.11%"
"Mar 01, 2018","47,599.42","47,470.67","47,800.56","47,157.11","186.23M","0.34%"
"Feb 28, 2018","47,437.93","48,055.39","48,062.13","47,231.79","276.73M","-1.11%"
"Feb 27, 2018","47,970.19","48,481.90","48,532.55","47,886.36","167.33M","-1.02%"
"Feb 26, 2018","48,463.44","48,662.29","48,713.99","48,240.32","146.54M","-0.37%"
"Feb 23, 2018","48,643.43","49,176.31","49,176.31","48,488.18","122.44M","-0.67%"
"Feb 22, 2018","48,969.64","48,552.29","49,086.63","48,538.90","180.20M","0.89%"
"Feb 21, 2018","48,535.59","48,749.05","48,930.70","48,431.97","152.63M","-0.31%"
"Feb 20, 2018","48,685.19","48,913.12","48,955.16","48,492.19","145.27M","-0.50%"
"Feb 19, 2018","48,928.48","48,886.97","49,198.14","48,820.53","17.14M","0.09%"
"Feb 16, 2018","48,882.78","48,831.25","49,378.25","48,621.12","135.87M","0.15%"
"Feb 15, 2018","48,808.39","48,547.85","48,984.22","48,378.02","196.89M","0.84%"
"Feb 14, 2018","48,400.75","47,871.59","48,560.26","47,758.96","156.70M","0.99%"
"Feb 13, 2018","47,926.73","47,892.47","47,995.86","47,675.48","136.95M","0.20%"
"Feb 12, 2018","47,830.49","47,950.63","48,234.74","47,504.60","140.37M","0.07%"
"Feb 09, 2018","47,799.09","47,998.80","48,139.85","46,985.81","187.47M","-0.13%"
"Feb 08, 2018","47,862.10","49,054.75","49,054.75","47,726.13","260.88M","-2.28%"
"Feb 07, 2018","48,976.45","49,247.64","49,504.98","48,853.69","191.36M","-0.67%"
"Feb 06, 2018","49,304.94","49,023.33","49,709.92","48,681.96","249.45M","-2.16%"
"Feb 02, 2018","50,395.83","50,388.00","50,513.31","49,900.47","141.40M","-0.39%"
"Feb 01, 2018","50,591.15","50,425.84","50,926.96","50,420.76","178.40M","0.27%"
"Jan 31, 2018","50,456.17","50,385.95","50,566.66","50,127.01","199.87M","0.15%"
"Jan 30, 2018","50,382.86","50,461.54","50,556.41","49,928.62","135.25M","-0.50%"
"Jan 29, 2018","50,636.32","51,081.47","51,121.23","50,520.28","157.83M","-0.84%"
"Jan 26, 2018","51,065.49","50,772.37","51,107.51","50,340.13","207.90M","0.57%"
"Jan 25, 2018","50,777.90","50,821.83","51,100.03","50,625.56","217.70M","0.06%"
"Jan 24, 2018","50,746.93","50,178.18","50,879.61","50,145.41","209.36M","0.97%"
"Jan 23, 2018","50,260.25","50,030.56","50,306.88","49,884.91","169.11M","0.57%"
"Jan 22, 2018","49,974.48","49,711.51","50,034.50","49,709.20","160.70M","0.56%"
"Jan 19, 2018","49,695.56","49,883.64","49,987.73","49,660.01","170.29M","-0.43%"
"Jan 18, 2018","49,911.97","49,681.18","49,958.33","49,620.16","132.01M","0.36%"
"Jan 17, 2018","49,732.30","49,499.23","49,804.96","49,450.85","169.44M","0.49%"
"Jan 16, 2018","49,491.72","49,292.38","49,612.22","49,290.12","160.83M","0.21%"
"Jan 15, 2018","49,387.28","49,183.59","49,455.31","49,121.85","27.70M","0.51%"
"Jan 12, 2018","49,135.91","48,764.91","49,429.03","48,521.61","175.40M","0.69%"
"Jan 11, 2018","48,799.39","48,840.16","49,026.05","48,408.75","203.71M","0.03%"
"Jan 10, 2018","48,785.25","49,666.23","49,741.02","48,722.27","178.89M","-1.84%"
"Jan 09, 2018","49,701.37","50,002.03","50,162.75","49,543.21","209.33M","-0.59%"
"Jan 08, 2018","49,995.57","49,916.57","50,233.62","49,891.07","150.48M","0.22%"
"Jan 05, 2018","49,887.74","49,929.52","50,079.03","49,712.54","156.15M","0.29%"
"Jan 04, 2018","49,744.62","49,800.36","50,128.47","49,704.25","182.74M","-0.08%"
"Jan 03, 2018","49,782.23","50,093.31","50,093.31","49,735.91","145.27M","-0.50%"
"Jan 02, 2018","50,033.95","49,376.26","50,083.02","49,328.60","106.59M","1.38%"
"Dec 29, 2017","49,354.42","48,880.39","49,388.98","48,874.16","88.57M","1.01%"
"Dec 28, 2017","48,861.94","48,659.43","48,999.50","48,640.11","67.28M","0.43%"
"Dec 27, 2017","48,652.56","48,470.87","48,810.87","48,425.71","68.56M","0.42%"
"Dec 26, 2017","48,451.33","48,473.31","48,801.28","48,198.17","69.96M","0.13%"
"Dec 22, 2017","48,387.93","48,429.97","48,590.57","48,232.84","103.49M","-0.24%"
"Dec 21, 2017","48,503.31","48,418.09","48,767.24","48,402.32","132.49M","0.23%"
"Dec 20, 2017","48,390.39","48,449.24","48,536.73","48,191.28","186.69M","-0.03%"
"Dec 19, 2017","48,403.03","48,636.52","48,792.24","48,368.90","234.46M","-0.48%"
"Dec 18, 2017","48,634.54","48,082.82","48,733.58","48,071.02","259.22M","1.15%"
"Dec 15, 2017","48,081.55","48,244.50","48,360.42","47,930.81","480.35M","-0.29%"
"Dec 14, 2017","48,222.38","48,297.30","48,537.02","48,091.40","300.40M","-0.11%"
"Dec 13, 2017","48,276.72","47,831.58","48,316.97","47,826.15","334.48M","1.21%"
"Dec 11, 2017","47,699.04","47,407.73","47,843.55","47,407.73","140.91M","0.27%"
"Dec 08, 2017","47,572.86","47,012.03","47,632.96","47,012.03","179.40M","1.25%"
"Dec 07, 2017","46,987.01","47,016.28","47,276.87","46,949.80","200.49M","0.03%"
"Dec 06, 2017","46,973.30","47,465.41","47,465.41","46,933.29","196.36M","-1.03%"
"Dec 05, 2017","47,462.79","47,228.10","47,525.64","47,014.11","132.56M","0.64%"
"Dec 04, 2017","47,161.32","47,289.47","47,514.91","46,993.75","148.58M","-0.22%"
"Dec 01, 2017","47,265.31","47,098.36","47,401.51","46,936.60","187.07M","0.37%"
"Nov 30, 2017","47,092.44","47,618.33","47,639.88","47,003.07","372.68M","-1.11%"
"Nov 29, 2017","47,622.93","47,298.31","47,681.89","46,960.89","215.14M","0.83%"
"Nov 28, 2017","47,229.16","47,312.31","47,494.20","47,108.77","197.56M","-0.10%"
"Nov 27, 2017","47,275.32","47,874.70","47,887.12","47,221.47","171.28M","-1.39%"
"Nov 24, 2017","47,941.88","48,199.82","48,210.96","47,662.34","65.53M","-0.40%"
"Nov 23, 2017","48,136.24","48,208.92","48,246.94","48,036.39","23.85M","-0.13%"
"Nov 22, 2017","48,196.89","48,263.13","48,453.19","47,933.19","179.68M","0.02%"
"Nov 21, 2017","48,185.71","47,831.62","48,258.83","47,750.73","195.43M","0.69%"
